1,1
2,1
3,1
4,1
5,1
6,1
1,2
2,2
3,2
4,2
7,2
1,3
2,3
3,3
1,4
2,4
4,4
5,4
7,4
1,5
4,5
5,5
6,5
1,6
5,6
2,7
4,7
